Velocity (mm/s),noisy_0,noisy_1,noisy_2,noisy_3,noisy_4,noisy_5,noisy_6,noisy_7,noisy_8,noisy_9,noisy_10,noisy_11,noisy_12,noisy_13,noisy_14,noisy_15,noisy_16,noisy_17,noisy_18,noisy_19,noisy_20,noisy_21,noisy_22,noisy_23,noisy_24,random_noise_0,random_noise_1,random_noise_2,random_noise_3,random_noise_4,random_noise_5,random_noise_6,random_noise_7,random_noise_8,random_noise_9,random_noise_10,random_noise_11,random_noise_12,random_noise_13,random_noise_14,random_noise_15,random_noise_16,random_noise_17,random_noise_18,random_noise_19,random_noise_20,random_noise_21,random_noise_22,random_noise_23,random_noise_24
-16.8503937,38.20120820646075,46.25340895844141,40.69012377467691,29.29468526956817,41.100751568765986,30.03449940246525,53.3960135955121,33.50041546304318,30.091543007736476,41.20595894931635,39.966634934154186,31.907094122505864,33.669063898615974,32.50120905126046,36.183169296208135,36.09577593943125,32.697469657061525,50.585678873109565,42.24186018373902,27.862242017694435,39.29728915110454,33.575121862546176,37.497509228936046,35.198564782325946,41.46812359586954,31.70216072714859,38.30101094754336,40.74552246446203,38.87633932554613,36.53912540047459,46.96986588303689,39.0866657937303,33.081782045712096,35.95001636474273,41.92464800145617,37.65123252644703,33.721817870105795,40.594055148624946,34.39376653094946,36.370043102296975,37.657867969484876,33.84713045380837,34.49619395851073,35.210896515158545,31.441467638394357,37.23167401353151,32.05964185604195,28.812353814533306,51.525026554801755,45.68451370154919
-16.53543307,46.20313345667871,24.73380948189645,51.32201992473509,42.723172406737625,36.7815664757778,36.06749574991104,40.995565116078375,36.271095820828954,49.026011332790304,47.94933431246233,44.66834853817885,34.41284836309757,40.20528132193839,29.612005534307748,37.408638169601524,39.488946391374114,40.33301861095446,44.35845989814806,39.86309455392295,38.93960635150762,34.30485836165361,45.71084497826358,35.909331316030354,41.4129147271025,48.86051494426871,35.908163608275665,29.29760171731037,39.62925929133901,22.146895330355754,33.47318178945219,37.98427365271448,36.52477946975089,49.18275881835489,33.42990943713826,34.2081001469155,30.10885811436557,29.40368699002564,44.83247903805687,26.889665872832985,42.04441076594638,38.90349997870445,31.357481570751787,34.482068137324426,40.10933345452152,36.22580537651999,38.913535340560415,37.42819499068476,44.073623958531385,31.21970701988708,35.73067720082382
-16.22047244,41.97036722298846,35.351431976800875,37.57487947166918,42.70517178992275,39.91792120468707,35.128988972897254,35.26917653481915,40.40803588889409,30.45859461471482,39.13357267602172,31.425427792074267,41.53444980891057,44.01641740509026,40.759598817171806,30.750348958776225,41.533444330516744,32.19310567554502,26.209803435902995,40.831521036749294,37.315636111113434,32.482600821236716,47.16282331885796,40.91174859184184,39.28990030220789,43.19524602431443,50.48125814774443,43.16986929880053,33.89915246851011,33.34757141394294,28.539279434080214,32.65945696970069,31.32330471592535,48.35790909801099,37.22799848750223,33.015621695852836,33.19647253082284,27.563963804654303,40.50201530560608,44.059591762221466,29.033015935964812,40.921681179833094,32.61923191293907,38.80580010169747,27.13260046344591,30.097317055335527,28.326106079312552,46.88974146852777,31.63125337343478,33.91132536564066,34.59279837907221
-15.90551181,38.06473322323849,34.97516939862207,30.49185934730989,47.765400503883335,39.35118128487205,41.008088678097266,44.88290027482837,35.724746419019276,33.26472983638535,41.643633507335934,43.60325999968167,40.7497983862452,29.8977875532865,35.83489493614909,41.245003417505444,39.82974892010259,31.12051022317401,36.47804472030557,30.59115774833043,31.114581028620204,32.175274561172095,33.110823867940596,41.91740731978501,37.690047880371424,37.95682273812872,29.17322232829825,32.463686876283205,31.1709337489174,26.480053276495447,41.3122284649847,32.59139159079679,31.714032659749286,40.115407596577846,43.707273244626045,34.73508293539397,36.31191975545421,35.5104445272896,36.94042757104242,37.021471375587225,41.61473080389852,42.73601084907525,37.12153836944105,25.638079359644273,32.06048370842692,41.02654841655702,42.2269714061602,34.461354544857514,31.56517076139508,25.087265154169422,40.80902370344263
-15.59055118,40.02969894642669,44.2442410339723,40.611232636996256,37.62384817758313,30.251368209659546,27.148235529649313,37.997066220306415,35.8352788294985,35.006859107688555,48.45353017913498,38.71486954350349,29.342783370316894,45.51846987753784,42.90011575770875,36.21654739223755,33.86682402336962,35.22579392627985,40.616005450100964,31.241366714752726,38.00232863580318,29.50189387191761,41.54506626716812,30.85195311240812,30.94390708515929,34.378826839355106,37.794152596635286,31.67479647718156,44.81901980279261,38.75889991422671,43.34514868241516,45.78228710451481,44.655595055167566,33.81561641625917,30.699291114158473,35.909078449338125,40.18335479523731,28.45902883823119,37.11492735406939,52.85780252558721,43.76291897436458,31.11397146303322,31.01712035826832,26.788902815821956,40.33900147084886,31.51327490545494,26.63106341162793,34.93069183077026,39.9950014522989,35.091018219261166,31.162769028620176
-15.27559055,39.35238406532288,30.595407260520272,33.67246607726017,34.842141142209265,39.45820104606166,33.0370609500224,38.103048932275414,28.43695770177559,32.47852007716118,39.945489855197415,40.03326076112432,30.475777866274402,36.5679693044723,39.252672077033395,41.10324680571306,40.97552013538307,48.825427584132655,26.46976172576094,45.53326939023127,30.033051298168697,38.81508301120262,34.57679771742757,43.76456277040122,31.144865709518967,42.507770326218804,29.714365104588936,31.022509365490908,34.08661200261538,44.899768417702134,30.335609195675858,41.97316840556376,35.24183352132373,38.02510158387293,23.850131084663303,48.41732693519728,39.36639985057282,36.10642133455673,37.6058900205785,44.71796120352708,38.976531400109096,36.510687562873514,44.30730304296294,33.892136463308695,36.56799360394672,39.53219640715497,34.302920664765985,42.317029722028344,42.184397556280715,29.652020989412563,30.430026098884937
-14.96062992,46.43907788373935,36.259373298216865,37.195778095231546,33.98135448100815,33.60552047995118,44.34579974836413,37.77765338466985,40.70023716047171,42.56310456011205,46.73625525366742,30.36980615006325,41.81353756290918,43.497491486243455,38.09025518854578,42.266396180033965,36.31735370003526,35.65778866523054,45.34443586712404,40.86692032338893,46.81453005609225,37.04267512654413,38.304288797960126,41.880197839697274,40.01094046085748,46.19074422470226,44.672933047014084,33.7574379884708,35.64440369909165,33.354203979628764,39.6909267991479,35.58231507498958,26.583072779582103,46.57491060262423,31.515911502530123,24.529371315619585,32.13641211758,33.95043388052944,46.17439032748236,49.17452142887565,31.395947410750143,34.65035315341302,33.60198751098306,31.13948466427364,49.15045618581653,43.80743122453116,31.165330272658608,37.79412596926687,41.72357847262606,49.7967515207241,43.80092052330409
-14.64566929,36.059546466770016,31.950414504269368,44.49013387038985,27.866212551674252,46.76233067266226,48.65808763465108,36.36515113048856,38.06945438505628,35.902983311133084,31.81075930936859,38.138210544545245,46.93125733656605,31.730446014999337,50.44817073287277,42.064693763743485,47.087513224304026,28.445033635523885,34.42072103021547,40.594415568992936,31.61175477446092,46.88848914286248,38.88400075596033,43.81622519582089,44.208387083757415,43.77383797009986,30.91275370551689,54.10407176298823,35.54811442219598,35.70102865552616,39.93377485706679,40.61672436498735,37.63981017989427,39.47278508595832,42.416654396969314,43.65680369187774,37.74712746237772,49.29295388607582,48.89610794278782,35.51165615930354,43.72966507165131,40.342255739330575,46.305082847108864,39.24743462323753,33.54904977656324,36.61174594948057,37.481734150576735,36.715970445521954,37.86308507419357,40.96449316574815,43.62310885813548
-14.33070866,39.22258084997217,37.5681465400291,32.742138999725015,43.31080781171486,41.72862226457037,28.079685571255105,41.18428091506099,38.98675622489448,36.90922417471656,36.472706774680056,46.378167718678185,37.120482545267684,31.021703570258932,41.013637616590664,35.85965776247735,41.47382169545156,30.712452234887493,30.638720335141066,49.93626344886813,40.52648051672789,43.730694148064345,29.519536705684978,46.595574902158184,26.08298195884462,38.32158184586829,43.78299182551333,40.36776782429885,35.87711003709725,34.03612659867014,50.197187400339196,24.595677436418296,33.83323075543946,36.78415320354388,31.2166061655745,28.56544190439283,37.44103053854454,26.911608029582496,39.78987739371212,45.39778322004214,44.776238806498284,36.11163084061942,46.44720766194923,31.779816268495257,30.931709401128785,42.37200320807888,36.58514051617262,47.2480466421243,29.246006671214232,46.851139853300836,38.19730618427432
-14.01574803,32.08926565532334,40.865717736917546,37.36108851662114,30.580795724990764,37.5877531625249,41.24460237311679,42.2573314569419,27.982164193075494,36.031642460627836,45.231395521493035,30.710665607539987,33.131566675894135,44.69523184947863,37.14244602852318,25.750426290944837,37.396849127602714,52.97309412384401,35.77883072993493,35.532704253009356,36.390000751851375,39.7880053168686,37.69689371904473,28.213784022294718,31.572095418647475,40.45162410199466,34.763429033956356,50.085073841332814,34.20947313404655,39.89806797526844,36.11861774303342,43.05699502963793,33.04730678947539,42.929746952944775,39.425929796110985,35.62762903233502,45.36491378224017,42.9082093672316,38.50315265630188,37.4480806605954,37.01175642624801,29.537831618500775,41.647770720921955,28.698857518543946,31.89227297673275,29.935996133729418,27.876688631560675,29.161735153693016,37.643943394672895,48.60442262444721,40.94977040952341
-13.7007874,21.71059711242431,30.5811651619394,31.94018567211552,30.06551266126888,31.29959262567874,31.314151841810823,39.470405191446105,47.38525125336706,45.529557835058824,41.42767756844664,25.224091848790852,43.99507934320558,40.3686184145077,31.292452001689632,30.144452376579665,36.767232181182735,35.958316259367486,31.303851792734044,40.97628518842067,40.496350350679975,36.27332828537661,30.817913212345807,48.66352204547329,36.07058845836484,29.13782720484327,51.348124819483964,37.74799716041131,33.99254419156277,36.745338079816854,35.80986933549613,37.29220029202867,31.61435442455211,40.41680311358779,46.77316479883759,37.691112810323425,44.4438359323452,33.10011727586054,35.472051422078565,40.29935736422239,30.556378565126174,39.1206405142546,25.97282556852566,46.28206411918277,37.413284073166004,30.05397257324765,33.61930239316042,36.50189445713926,26.117593095807287,30.551286933762963,31.15288841060572
-13.38582677,41.29357451371417,44.29300062916444,36.346174559062284,36.04558933068846,37.634044906863,32.06836328859561,48.37199812858241,38.24420156847446,33.59463055021788,37.49678107905789,26.65394469276613,35.410856434806185,38.14960026127001,44.573833175694574,42.40873362531246,31.30330880563945,36.75558358263586,43.600076177245754,33.853747344778995,45.49881210496365,17.82047640652804,31.259026027678402,27.538062406954857,43.68620531815446,40.73927303341274,21.47616013089813,38.99932532362,40.13016192476535,32.62384842430556,47.798284082402326,34.471381100805715,46.70263367547453,32.346501985041456,41.543636568907246,29.334206846104752,35.2482215622121,33.22457483580935,32.074621999982774,25.921869926575575,39.351627945964026,37.99314708097385,28.953506207675275,35.94809343958775,36.34489281324518,38.670835761713995,28.811830747310687,34.40502013061159,39.32838188652812,27.947692064949127,26.04079888886718
-13.07086614,42.577494238114824,42.804405235611,38.8651217857527,46.374429817987036,38.27469050637272,31.973426766814313,29.013886513572515,34.93383802594817,36.23401556768771,42.90551140674788,38.923138657592716,41.73052010353452,41.21146032347505,43.11733873903788,43.4620475125894,38.041379536019925,38.98586784012881,40.29887405677451,30.165245757061463,46.816427443687836,44.1390874281036,34.50277008754729,33.35247203133718,40.58486431788611,45.8046653057268,54.573481055384605,31.401570336720745,38.522483220573,36.20501391036577,35.65611491554117,34.74303738076338,49.408879509664686,39.705067545011346,24.82810748912289,37.31964285298933,37.671066053064656,40.65429332038572,35.694112891040106,39.85490407948106,29.007639188276208,37.5213403970374,35.31067586547048,37.74007359377021,50.95415982965174,36.02664591226255,33.492518408652366,27.58280445505862,40.237131965191175,47.45670702627875,35.9222635576701
-12.75590551,32.761658665229206,40.36264271690628,31.255616644583426,38.739568203402854,29.911070537250918,34.71376582963581,34.46262631505331,49.68526906191963,39.883601312333276,39.617695866032996,51.858677420253926,46.75396357479467,40.51432736859147,30.654684231509393,45.190771890173934,30.347778783075753,47.13985452388708,34.566353862948716,31.052726665098017,44.96417440250167,45.43308580737734,25.17681366179669,39.35397356593461,42.25348102809277,36.907234282365515,41.48747677278612,43.70306963248139,34.77578965769041,38.40773780311589,45.56007272610551,43.831086691976694,34.669043524039154,34.73114089654441,39.370968141819404,45.0320238689448,38.70753523051886,50.99648243912378,24.685786464412857,38.194590387046276,38.02265272869311,45.10285233471535,28.069650318831282,28.622826398880676,34.8890548241439,28.703773064736378,39.35975896586491,32.018487230362304,38.356537318326374,31.771653006687117,39.63018397262779
-12.44094488,51.150747587471095,42.7914592541741,35.22126773765791,31.03848578744866,50.86743646082198,43.37514978440544,42.32612505823417,37.01315755615002,27.238941818252297,40.44354996457283,44.15222071342728,41.137943359062405,30.24111861131388,36.40356642727498,33.93577661388597,39.4215228709632,41.66240652196761,32.3662091496203,42.6855931402598,42.838769094646274,35.80434347130863,28.274300023327182,43.68224293134255,38.762645695825384,38.03328844735593,27.688388407388885,46.237517109547554,39.62610150442511,41.830637639289606,39.42444270594958,19.589018215659838,36.50544022589959,37.56958422236184,33.40843055604857,36.189132155548656,35.03260226767962,38.285256665457034,32.9888670493098,37.04525932186145,40.748957774719685,43.873645147101,44.65941781918966,34.00152808242523,37.66013746874567,34.37666941843984,27.91033029733702,37.127577387636045,32.05849297247878,39.65249172282594,34.45587849876864
-12.12598425,28.405735710745397,33.111454837373564,35.844276288366174,32.93275289485072,39.69414997146943,41.63671214165913,30.102875699631465,28.428249361850387,34.33384926016315,35.11729223558321,47.49995405604226,37.73524791376227,23.77127676771233,38.738901812543,31.291879268671764,25.93790384815643,41.308262176361595,38.088034481806645,34.02729310579062,32.15171158679873,36.49247664413524,38.70192911592215,41.12819498544677,31.470202580222637,44.660420444247784,25.253335891384907,40.88716284870091,29.914238640395673,41.56674131325544,31.855263930888494,47.20609341882064,36.04713996605612,34.10184078781925,35.96813029511927,46.063821953962496,40.7080377251911,27.428734203071386,41.1249401011091,39.9311976209525,49.29030859883635,39.86799325364792,26.191984571827497,38.005196956658956,42.72951984179116,44.66981576674028,47.53240503199254,27.99546994563772,42.87164608276701,34.47888236319036,35.99259173281661
-11.81102362,37.5612083946022,36.53145883361113,33.38836506055526,41.0994850893288,47.615151121067264,37.64294007642027,46.834403681305034,34.80753818298267,40.55131892755504,38.55658025121348,37.88720577505604,41.75297573461155,27.013203045557525,27.273698955162928,42.86669744135124,30.155135708206238,38.56857319679764,29.878060779112115,29.03623075209411,43.42179758624122,36.61616486381363,41.214973650478306,39.49860872640048,36.44978329610911,37.269354908546525,40.586007294627166,41.23488206353777,39.893036745869225,32.344918247258555,50.26922006083014,46.036830647899194,32.642335803539204,34.20973822460615,29.810377084408934,32.494166289367946,28.951793937959764,34.29738254210908,44.790323060386086,41.276524570007204,49.93487092795628,46.801568247256895,38.973339850978036,30.295364042917004,36.66778107843609,33.015310744221864,34.27546441981401,36.566254357588704,39.91119660480402,37.96950898601221,39.440943189914
-11.49606299,36.13386629071644,31.563402716736128,30.0257848327514,36.296702032099866,30.482474472873637,35.05852876765092,41.62810733458717,23.305481596390948,44.3965415459857,39.281813403002424,45.81212972356635,33.35348886920333,26.3595628212777,35.578570120252124,42.607212066643555,45.976369513846166,33.830520468938865,38.25352951914595,38.68154197131518,31.025909604937237,46.77795371503297,42.479316707479505,40.66982154569986,45.013851271174126,47.21516186858022,35.550397191261546,38.632420464321356,21.309958907515654,39.69608336285675,35.57955181748495,33.26609805050287,37.57170599560434,31.900413678867594,38.58515697143451,35.50842708086154,43.33108268863797,31.08238914018928,26.840618286330134,42.50296400983991,40.877169812832534,35.425093666560585,34.600016731692435,39.62287518887125,40.72205126961895,37.48135027585828,41.44006634503716,35.72709087656088,23.810393320652786,34.71398235980459,36.048496780584976
-11.18110236,46.62901420666369,35.635891621656285,28.59478594730793,32.57758886529742,47.25763863369492,37.29143407632711,36.1663054202446,43.67794994857898,38.25843535781829,34.22967991177304,35.615379290268464,36.184091943795735,23.72713969224698,45.81374404235453,37.40634471996044,46.40792765971129,38.12719439129242,32.66069852004153,42.73446859099086,38.38109025952343,38.057550931411576,34.43850876034002,30.625731234497703,38.33139370272775,39.4355436563177,34.19008973955127,39.16985911785532,41.74513700367819,37.978402689232105,38.81353821415269,43.3455901280332,41.06523483235618,43.97247952030815,42.34577187147589,43.2046517222348,39.09134301489481,23.903834369528596,34.909004212061376,38.48767764772267,43.4432766962812,28.90086485762145,44.135538447392804,33.65782530336364,39.74023261410438,34.93785583271078,51.06248299554156,43.408722990473926,27.220927085856815,39.980029766384675,39.81339910160844
-10.86614173,46.23524596410418,40.50305738748896,36.328459766792314,35.86124514698209,28.957401552024827,36.61882097897252,40.526523620405015,34.72309169324774,33.15813274719553,24.496131295233173,41.00881117344878,33.76174636588469,33.31320741841924,27.405977831408443,37.240183508558395,45.1399273873882,35.19940745521135,39.40143427952599,45.633344797217745,34.721830329065476,24.64769526650381,41.521424604067384,37.41012402106677,29.79806353162921,43.59911305253765,49.44060092735202,42.27789469469243,31.856815388276473,35.4055550494768,33.54579571205278,26.938298801159362,35.715628299912396,41.4416750038514,34.310689308506404,30.787512002622876,27.568535172678992,35.78394760876628,45.109792325763465,41.60007254457349,40.61309067870688,45.70629329079707,28.891317404763697,35.545362629497575,42.44250931700304,38.507509039605225,27.220578775589253,39.26757206426149,39.29098360064399,33.93295304811293,43.55415403489123
-10.5511811,38.20473966953368,33.0370348231712,35.61661262517556,41.806769979819194,33.28384997252515,42.09974447534902,33.67824760355163,32.72638482100091,46.06412085794783,36.754822620654096,35.62723220820254,36.01143003533729,34.03355372260723,40.25522563387034,29.02385940362329,26.200027653569386,28.6838574454029,43.225863801888224,52.29739844215013,49.335165964534085,31.85387988264859,46.82930762750339,52.513938420871696,45.89806644875543,34.90472297313811,38.708283047048475,43.64070852998093,36.28524383198423,33.05251943496104,47.33414870557319,30.606037004542827,40.487886302633186,30.80659621809035,28.720303431916886,29.962544508899228,35.26828179970045,30.8362678327807,37.26843308350271,33.22399071193779,31.68170137194832,37.496809441793864,43.53136336571204,33.651300699912184,28.7258958472228,39.46153782812431,34.42911442436848,37.09374475850924,34.50073547970385,42.59379046650484,30.938724019989053
-10.23622047,39.55987724003302,34.83023564273915,50.870769613925276,49.31283385001771,40.56260146162383,33.39704107602314,28.20741127342314,43.79753134193983,35.90000065512057,52.236812842185415,33.89912474151503,34.28250472426969,37.0124806071513,48.804000110341434,35.98094893720584,28.106985886304024,22.074758016000054,36.4059462344561,44.13585169775634,48.95476970171317,30.51007334481153,44.445019688733325,22.054078295280224,40.04539526226257,40.42446077698,26.086374750869226,30.261805283426735,47.830764184378666,37.65124012302345,36.97241273108242,29.289411365172796,41.52301911798051,44.76932871615146,29.896220883445604,41.26228696197985,32.33719198378794,48.58583872611257,36.48412232996425,32.73391682764022,21.066552158385786,35.36998082902446,38.69655399205153,48.64422435720452,42.26315759264796,40.939440221110814,35.48291316524647,36.91083767558491,30.724524613227416,32.74064622012198,47.22966280626566
